PLAYER,Team,Pos,GP,SHOT ATTEMPTS,G,A,PTS,PPG,GWG,SHG,ENG,PEN MIN,BLOCKS
Anthony Menghini,Minnesota Duluth,F,34,172,12,7,19,3,2,0,1,15,32
Matthew Perkins,Minnesota Duluth,F,29,69,1,4,5,0,0,0,0,14,13
Ty Hanson,Minnesota Duluth,D,36,121,4,10,14,1,0,1,0,14,36
Adam Kleber,Minnesota Duluth,D,33,89,2,3,5,0,0,0,0,13,13
Max Plante,Minnesota Duluth,F,23,134,9,19,28,3,1,0,0,16,32
Jayson Shaugabay,Minnesota Duluth,F,36,91,12,14,26,5,0,0,0,4,14
Blake Bechen,Minnesota Duluth,F,34,62,5,4,9,0,1,0,0,12,8
Callum Arnott,Minnesota Duluth,F,36,88,6,4,10,4,0,0,0,2,11
Zam Plante,Minnesota Duluth,F,33,165,7,13,20,2,0,0,0,0,23
Riley Bodnarchuk,Minnesota Duluth,D,12,7,0,0,0,0,0,0,0,6,1
Harper Bentz,Minnesota Duluth,F,27,71,2,7,9,1,0,0,0,4,12
Adam Gajan,Minnesota Duluth,G,21,0,0,0,0,0,0,0,0,0,0
Trevor Stachowiak,Minnesota Duluth,F,2,1,0,0,0,0,0,0,0,0,0
Braden  Fischer,Minnesota Duluth,F,19,22,2,3,5,0,1,0,0,8,4
Klayton Knapp,Minnesota Duluth,G,16,0,0,0,0,0,0,0,0,0,0
Will Francis,Minnesota Duluth,D,4,4,0,0,0,0,0,0,0,5,0
Nolan Krenzen,Omaha,D,36,78,0,11,11,0,0,0,0,18,19
Jimmy Glynn,Omaha,F,35,92,8,7,15,4,1,0,0,14,18
Brock Bremer,Omaha,F,36,111,4,8,12,2,0,0,0,20,21
Harrison Israels,Omaha,F,34,91,10,15,25,3,1,1,0,14,8
Aiden Gallacher,Omaha,D,6,11,0,1,1,0,0,0,0,2,4
Sam Stange,Omaha,F,36,135,16,18,34,1,3,1,2,20,27
Zach Urdahl,Omaha,F,33,153,12,10,22,1,2,0,3,6,34
Garrett Pinoniemi,Omaha,F,29,47,1,2,3,0,0,0,0,8,10
Jacob Slipec,Omaha,F,33,47,1,3,4,0,0,0,0,24,5
Jacob Guevin,Omaha,D,36,155,7,13,20,2,1,0,0,10,41
Noah Ellis,Omaha,D,26,47,1,3,4,0,0,0,0,8,13
Griffin Ludtke,Omaha,D,36,94,2,11,13,0,1,0,0,21,26
Tyler Rollwagen,Omaha,F,36,79,3,12,15,3,0,0,0,26,10
Dylan Gratton,Omaha,D,35,91,2,12,14,0,1,0,0,6,30
Charlie Lurie,Omaha,F,20,82,4,6,10,3,0,0,0,28,13
Marcus Broberg,Omaha,D,27,52,1,8,9,0,0,0,0,22,14
Myles Hilman,Omaha,F,25,82,6,6,12,0,1,0,1,4,11
Kevin Reidler,Omaha,G,8,0,0,0,0,0,0,0,0,0,0
Brady Risk,Omaha,F,35,112,13,12,25,7,3,0,1,30,19
Simon Latkoczy,Omaha,G,31,0,0,0,0,0,0,0,0,0,0
Tanner Ludtke,Omaha,F,8,43,1,1,2,0,1,0,0,2,11
Joe Gramer,Omaha,D,32,31,0,4,4,0,0,0,0,4,7
Isaiah Norlin,Omaha,D,16,24,0,1,1,0,0,0,0,2,7
Chase LaPinta,Omaha,F,19,46,3,1,4,0,1,0,0,4,8
Alexi Van Houtte-Cachero,Omaha,F,4,5,0,0,0,0,0,0,0,4,0
Liam Watkins,Omaha,F,15,21,2,2,4,0,1,0,0,0,2
Will Craig,Omaha,G,1,0,0,0,0,0,0,0,0,0,0
Gavin Enright,St. Cloud State,G,10,0,0,0,0,0,0,0,0,0,0
Mason Salquist,St. Cloud State,F,36,88,3,4,7,0,2,0,0,16,17
Josh Luedtke,St. Cloud State,D,36,129,3,5,8,1,0,0,0,10,31
Nick Portz,St. Cloud State,F,33,58,4,1,5,0,0,0,0,12,10
Karl Falk,St. Cloud State,D,28,44,0,4,4,0,0,0,0,6,8
Ryan Rosborough,St. Cloud State,F,28,58,1,0,1,0,1,0,0,4,7
Josh Zinger,St. Cloud State,D,33,111,4,4,8,0,1,0,0,16,28
Adam Ingram,St. Cloud State,F,29,83,2,6,8,1,0,0,0,12,20
Grant Ahcan,St. Cloud State,F,36,77,5,6,11,0,1,2,1,16,17
Ethan AuCoin,St. Cloud State,F,23,45,3,2,5,0,0,0,0,6,7
Mason Reiners,St. Cloud State,D,36,80,0,3,3,0,0,0,0,4,20
Cooper Wylie,St. Cloud State,D,26,105,2,6,8,1,1,0,0,24,34
Daimon Gardner,St. Cloud State,F,32,75,5,9,14,0,1,0,0,14,11
Warren Clark,St. Cloud State,D,20,27,1,3,4,0,0,0,0,0,7
Jack Reimann,St. Cloud State,F,35,79,1,3,4,0,0,0,0,18,16
Tyson Gross,St. Cloud State,F,36,141,9,16,25,4,1,0,0,37,26
Barrett Hall,St. Cloud State,F,34,137,7,15,22,1,1,0,0,6,34
Verner Miettinen,St. Cloud State,F,36,98,8,13,21,2,1,0,0,10,23
Thor Byfuglien,St. Cloud State,D,24,23,1,2,3,0,1,0,0,4,8
Gavyn Thoreson,St. Cloud State,F,36,109,6,4,10,0,0,0,0,36,23
Kaleb Tiessen,St. Cloud State,D,11,13,0,0,0,0,0,0,0,2,3
Isak Posch,St. Cloud State,G,22,0,0,0,0,0,0,0,0,0,0
Colin Ralph,St. Cloud State,D,35,73,1,7,8,0,1,0,0,20,17
Austin Burnevik,St. Cloud State,F,35,224,13,15,28,6,2,0,0,8,66
James Gray,St. Cloud State,G,6,0,0,0,0,0,0,0,0,0,0
Jack Rogers,St. Cloud State,F,4,4,0,1,1,0,0,0,0,2,1
Robby Drazner,Western Michigan,D,36,61,5,9,14,0,0,0,0,4,21
Brian Kramer,Western Michigan,D,36,121,1,14,15,0,0,0,0,12,38
Cameron Rowe,Western Michigan,G,17,0,0,1,1,0,0,0,0,0,0
Cam Knuble,Western Michigan,F,35,45,5,9,14,0,0,0,0,4,7
Tim Washe,Western Michigan,F,36,132,14,18,32,2,7,0,1,16,12
Matteo Costantini,Western Michigan,F,34,110,8,14,22,5,1,0,1,18,18
Wyatt Schingoethe,Western Michigan,F,26,37,4,5,9,0,1,0,0,2,4
Liam Valente,Western Michigan,F,36,196,12,16,28,6,1,0,0,10,47
Tristan Lemyre,Western Michigan,F,36,84,6,8,14,0,2,0,1,16,8
Samuel Sjolund,Western Michigan,D,36,114,3,24,27,0,0,0,1,18,23
Grant Slukynsky,Western Michigan,F,36,151,8,25,33,1,1,0,0,2,30
Cole Crusberg-Roseen,Western Michigan,D,36,128,2,9,11,0,0,0,0,10,51
Alex Bump,Western Michigan,F,36,339,20,23,43,7,3,0,2,12,74
Owen Michaels,Western Michigan,F,36,141,14,15,29,2,1,1,1,4,23
Jack Mesic,Western Michigan,D,4,6,0,0,0,0,0,0,0,0,0
Zach Nehring,Western Michigan,F,36,101,13,14,27,2,2,0,0,29,18
Zack Sharp,Western Michigan,D,36,110,4,4,8,0,2,0,0,12,27
Ty Henricks,Western Michigan,F,35,81,7,5,12,0,0,0,0,6,21
Iiro Hakkarainen,Western Michigan,F,36,124,11,14,25,0,3,0,0,12,27
Joona VÃ¤isÃ¤nen,Western Michigan,D,36,86,4,18,22,0,2,0,0,10,26
Ethan Wolthers,Western Michigan,F,9,8,2,2,4,0,1,0,0,2,3
Garrett Szydlowski,Western Michigan,F,33,53,3,6,9,0,1,0,0,4,11
Hampton Slukynsky,Western Michigan,G,19,0,0,1,1,0,0,0,0,0,0
John Spetz,Connecticut,D,31,111,1,9,10,1,0,0,0,25,27
Hudson Schandor,Connecticut,F,35,105,10,30,40,3,2,1,1,12,14
Nick Carabin,Connecticut,D,35,83,3,3,6,0,0,0,0,16,16
Thomas Messineo,Connecticut,D,35,75,1,6,7,0,0,0,0,20,21
Jake Percival,Connecticut,F,35,115,9,8,17,1,1,2,0,12,13
Tabor Heaslip,Connecticut,F,35,106,5,10,15,0,1,2,2,20,15
Tristan Fraser,Connecticut,F,35,59,2,8,10,0,1,0,0,16,11
Ryan Tattle,Connecticut,F,35,169,17,13,30,3,4,3,3,20,29
Joey Muldowney,Connecticut,F,35,210,24,18,42,5,5,1,4,12,39
Jake Richard,Connecticut,F,30,123,15,23,38,7,3,0,0,12,17
Viking Gustafsson Nyberg,Connecticut,D,35,74,1,9,10,0,0,0,0,27,27
Kai Janviriya,Connecticut,D,35,75,0,14,14,0,0,0,0,6,22
Ethan Gardula,Connecticut,F,32,67,7,10,17,2,1,0,0,17,14
Kaden Shahan,Connecticut,F,35,162,9,4,13,1,0,0,0,4,33
Trey Scott,Connecticut,D,32,119,3,14,17,2,1,0,0,8,29
Mike Murtagh,Connecticut,F,25,43,0,1,1,0,0,0,0,4,2
Filip Sitar,Connecticut,F,27,38,1,2,3,0,1,0,0,2,4
Callum Tung,Connecticut,G,12,0,0,0,0,0,0,0,0,0,0
Ethan Whitcomb,Connecticut,F,35,76,6,5,11,2,1,0,0,45,13
Hugh Larkin,Connecticut,F,27,29,2,2,4,0,0,0,0,37,3
Thomas Heaney,Connecticut,G,3,0,0,0,0,0,0,0,0,0,0
Jack Pascucci,Connecticut,D,9,8,0,1,1,0,0,0,0,4,6
Tyler Muszelik,Connecticut,G,21,0,0,2,2,0,0,0,0,0,0
Owen Simpson,Connecticut,D,4,8,0,2,2,0,0,0,0,0,3
Huston Karpman,Connecticut,F,13,6,0,0,0,0,0,0,0,0,0
Carter Wilkie,North Dakota,F,37,163,9,9,18,1,2,0,2,42,30
Jake Schmaltz,North Dakota,F,37,90,6,10,16,2,1,0,0,26,16
Jackson Kunz,North Dakota,F,35,72,7,8,15,2,1,0,1,21,20
Dane Montgomery,North Dakota,F,25,57,1,6,7,0,0,0,0,8,16
TJ Semptimphelter,North Dakota,G,30,0,0,0,0,0,0,0,0,16,0
Ben Strinden,North Dakota,F,37,114,8,8,16,0,1,1,0,14,23
Owen McLaughlin,North Dakota,F,37,137,5,23,28,0,1,0,1,6,34
Dylan James,North Dakota,F,37,123,14,8,22,0,0,3,2,20,22
Caleb MacDonald,North Dakota,D,34,81,3,7,10,0,0,0,0,42,12
Jake Livanavage,North Dakota,D,37,122,4,24,28,1,1,0,0,12,28
Tanner Komzak,North Dakota,D,17,22,0,0,0,0,0,0,0,4,11
Jayden Perron,North Dakota,F,30,169,10,9,19,6,2,0,0,7,45
Abram Wiebe,North Dakota,D,37,143,4,20,24,3,0,0,0,22,41
Hobie Hedquist,North Dakota,G,10,0,0,0,0,0,0,0,0,0,0
Jayden Jubenvill,North Dakota,D,36,71,2,4,6,0,1,0,0,27,20
EJ Emery,North Dakota,D,30,91,0,1,1,0,0,0,0,40,31
Mac Swanson,North Dakota,F,37,59,2,16,18,1,0,0,0,2,19
Sacha Boisvert,North Dakota,F,36,176,16,14,30,4,5,0,0,20,48
Andrew Strathmann,North Dakota,D,29,58,2,2,4,0,1,0,0,24,17
Cody Croal,North Dakota,F,22,45,1,5,6,0,0,0,0,12,9
Cade Littler,North Dakota,F,32,46,7,2,9,0,1,0,0,21,8
Louis Jamernik V,North Dakota,F,29,54,4,6,10,1,2,0,0,29,14
Cameron Berg,North Dakota,F,25,124,12,9,21,7,2,0,0,16,21
Dalton Andrew,North Dakota,F,14,16,1,0,1,0,0,0,0,8,0
Bennett Zmolek,North Dakota,D,1,1,0,1,1,0,0,0,0,0,1
Blake Biondi,Notre Dame,F,38,179,12,15,27,7,1,0,0,14,30
Grant Silianoff,Notre Dame,F,38,76,5,3,8,0,1,1,1,18,8
Zach Plucinski,Notre Dame,D,34,63,0,3,3,0,0,0,0,18,21
Ian Murphy,Notre Dame,F,38,70,4,7,11,0,0,0,0,24,9
Justin  Janicke,Notre Dame,F,37,116,15,19,34,8,1,2,2,29,22
Hunter Strand,Notre Dame,F,38,118,8,8,16,2,1,0,1,20,22
Ryan Helliwell,Notre Dame,D,37,61,1,6,7,0,0,0,0,39,25
Tyler  Carpenter,Notre Dame,F,38,42,1,1,2,0,1,0,0,0,9
Owen Say,Notre Dame,G,27,0,0,0,0,0,0,0,0,0,0
Axel Kumlin,Notre Dame,D,38,155,6,15,21,1,0,0,0,12,48
Danny Nelson,Notre Dame,F,36,203,13,13,26,4,1,0,1,35,31
Henry Nelson,Notre Dame,D,30,104,3,5,8,0,1,0,0,32,27
Brennan Ali,Notre Dame,F,38,103,7,12,19,1,1,0,0,18,21
Maddox Fleming,Notre Dame,F,21,36,0,3,3,0,0,0,0,10,9
Jayden Davis,Notre Dame,F,22,16,1,2,3,0,0,0,0,8,6
Paul Fischer,Notre Dame,D,36,127,2,19,21,0,0,0,0,16,46
Cole Knuble,Notre Dame,F,34,190,12,27,39,2,3,0,1,12,41
Carter Slaggert,Notre Dame,F,38,55,4,6,10,0,0,0,0,16,8
Jimmy Jurcev,Notre Dame,D,31,55,1,3,4,0,0,0,0,10,19
Jaedon Kerr,Notre Dame,D,19,25,1,3,4,0,0,0,0,6,7
Nicholas Kempf,Notre Dame,G,13,0,0,0,0,0,0,0,0,0,0
Michael Mastrodomenico,Notre Dame,D,30,121,4,11,15,0,1,0,0,18,34
Jack Larrigan,Notre Dame,F,28,28,1,5,6,0,0,0,0,4,4
Hunter Weiss,Notre Dame,D,2,0,0,0,0,0,0,0,0,0,0
Michael Schermerhorn,Notre Dame,F,1,2,0,0,0,0,0,0,0,0,0
Niko Jovanovic,Notre Dame,F,12,19,1,0,1,0,0,0,0,0,2
Connor Gregga,LIU,F,33,99,4,8,12,1,0,0,0,38,18
Chris Pappas,LIU,F,21,67,4,13,17,2,1,0,0,8,15
Isaiah Fox,LIU,F,31,130,9,7,16,1,3,0,0,54,32
John Gormley,LIU,D,34,77,2,0,2,0,0,0,1,26,21
Valtteri Piironen,LIU,D,34,69,1,11,12,0,0,0,0,8,19
Josh Zary,LIU,F,29,112,12,7,19,7,1,0,0,14,7
Cade Mason,LIU,D,29,143,1,13,14,0,0,0,0,6,46
Austin Brimmer,LIU,F,31,88,9,12,21,4,3,0,0,15,11
Carter Rapalje,LIU,F,34,192,17,13,30,8,4,2,3,2,29
Andrius Kulbis-Marino,LIU,D,34,86,3,7,10,0,1,0,1,9,30
Heath Armstrong,LIU,F,14,13,0,3,3,0,0,0,0,2,0
Noah Rupprecht,LIU,G,18,0,0,1,1,0,0,0,0,0,0
Onni LeppÃ¤nen,LIU,F,20,66,7,10,17,3,2,0,0,2,16
Luca Leighton,LIU,F,23,57,1,7,8,0,0,0,0,22,7
Trent Powell,LIU,D,34,94,2,11,13,1,1,0,0,8,26
Isaac Lambert,LIU,F,31,107,7,10,17,2,0,0,1,15,29
Nick Bernardo,LIU,D,25,64,2,6,8,0,0,0,0,10,24
JR Perdion,LIU,F,31,77,4,14,18,1,0,0,0,10,17
Brennan Nelson,LIU,F,16,28,1,3,4,0,0,0,0,26,3
Daniel Baldassarra,LIU,F,15,27,3,5,8,1,0,0,0,2,0
Garrett Valk,LIU,D,19,27,0,1,1,0,0,0,0,2,8
Anthony Lucarelli,LIU,F,29,68,7,8,15,0,1,0,1,8,6
Sixen JennersjÃ¶,LIU,F,16,43,4,3,7,0,1,0,0,4,11
Nicholas Trela,LIU,F,21,39,1,5,6,0,0,0,0,23,9
Ty Outen,LIU,G,14,0,0,2,2,0,0,0,0,2,0
AJ Casperson,LIU,D,3,7,0,3,3,0,0,0,0,0,0
Riley Wallack,LIU,F,14,49,6,5,11,2,1,1,0,8,6
Chad Muller,LIU,F,12,28,4,1,5,0,1,0,0,14,3
Michael Polston,LIU,G,2,0,0,0,0,0,0,0,0,0,0
Joshua Wildauer,Lake Superior,F,5,5,0,0,0,0,0,0,0,2,0
Dawson Tritt,Lake Superior,F,33,88,7,10,17,2,0,0,0,33,15
Timo Bakos,Lake Superior,F,34,90,10,12,22,3,3,0,0,6,21
Nate Schweitzer,Lake Superior,D,34,107,3,15,18,1,0,0,0,42,34
Grant Hindman,Lake Superior,D,36,83,3,3,6,0,1,0,0,30,29
Sasha Teleguine,Lake Superior,F,32,119,14,5,19,4,2,2,1,34,21
Connor Milburn,Lake Superior,F,28,104,9,14,23,3,0,0,2,14,32
Bryan Huggins,Lake Superior,D,32,51,1,4,5,0,0,0,0,12,17
Jordan Venegoni,Lake Superior,F,28,32,0,9,9,0,0,0,0,6,4
Johnny Druskinis,Lake Superior,D,36,117,4,7,11,4,1,0,0,30,32
Blake Humphrey,Lake Superior,F,30,75,2,6,8,0,0,0,0,2,17
Jacob Conrad,Lake Superior,D,27,76,6,4,10,3,0,0,0,4,13
Evan Bushy,Lake Superior,D,33,75,0,14,14,0,0,0,0,8,21
Branden Piku,Lake Superior,F,34,109,9,7,16,1,2,0,0,24,18
Reagan Milburn,Lake Superior,F,24,78,7,5,12,2,0,0,0,18,16
Carter Batchelder,Lake Superior,F,26,77,3,4,7,0,2,0,0,10,22
John Herrington,Lake Superior,F,36,173,4,14,18,3,0,0,0,18,43
Rorke Applebee,Lake Superior,G,31,0,0,0,0,0,0,0,0,2,0
Adam Barone,Lake Superior,D,16,32,0,1,1,0,0,0,0,4,8
William Ahlrik,Lake Superior,F,35,58,6,6,12,0,1,0,0,24,4
Mike Brown,Lake Superior,D,30,69,0,2,2,0,0,0,0,47,23
Easton Hesse,Lake Superior,G,6,0,0,1,1,0,0,0,0,0,0
Luke Levandowski,Lake Superior,F,32,79,5,9,14,1,0,0,0,4,16
Wilson Dahlheimer,Lake Superior,F,19,28,0,3,3,0,0,0,0,2,2
Jack Blanchett,Lake Superior,D,6,13,0,0,0,0,0,0,0,6,3
Everett Pietila,Lake Superior,F,25,44,0,5,5,0,0,0,0,10,7
Hadley Hudak,Lake Superior,F,7,8,0,0,0,0,0,0,0,4,0
Ethan Scardina,Bowling Green,F,35,135,7,9,16,1,0,0,1,31,22
Seth Fyten,Bowling Green,F,29,52,1,4,5,0,0,0,0,22,6
Tommy Pasanen,Bowling Green,D,35,115,2,3,5,0,1,0,0,37,30
Ville Immonen,Bowling Green,F,36,97,6,10,16,0,0,0,0,4,13
Ben Wozney,Bowling Green,D,36,101,1,5,6,0,0,0,0,19,39
Eric Parker,Bowling Green,D,36,104,1,9,10,0,0,0,0,6,27
Jackson Niedermayer,Bowling Green,F,33,86,2,6,8,0,2,0,0,12,10
Ryan O'Hara,Bowling Green,F,36,231,11,22,33,3,5,0,1,16,41
Brett Pfoh,Bowling Green,F,32,123,5,13,18,0,1,0,0,16,23
Jaden Grant,Bowling Green,F,34,80,5,8,13,1,0,0,0,20,8
Dalton Norris,Bowling Green,D,36,136,2,15,17,2,0,0,0,17,48
Quinn Emerson,Bowling Green,F,35,94,6,8,14,0,2,0,1,10,9
Gustav Stjernberg,Bowling Green,D,30,186,4,12,16,2,1,0,0,35,35
Ben Doran,Bowling Green,F,36,136,10,12,22,3,2,0,1,43,21
Brody Waters,Bowling Green,F,36,140,16,6,22,10,3,0,0,20,7
Matvei Kabanov,Bowling Green,F,13,16,2,4,6,0,0,0,0,2,2
Breck  McKinley,Bowling Green,D,35,97,1,6,7,1,0,0,0,14,24
Cole Moore,Bowling Green,G,20,0,0,0,0,0,0,0,0,0,0
Adam Zlnka,Bowling Green,F,21,43,1,3,4,0,0,0,0,12,3
Maxwell Martin,Bowling Green,F,32,116,6,3,9,1,1,0,0,10,19
Owen Ozar,Bowling Green,F,14,24,1,0,1,0,0,0,0,2,3
Johannes LÃ¸kkeberg,Bowling Green,F,9,9,0,0,0,0,0,0,0,4,3
Christian Stoever,Bowling Green,G,18,0,0,0,0,0,0,0,0,0,0
Brandon Santa Juana,Bowling Green,F,10,13,0,0,0,0,0,0,0,2,1
Ivan Korodiuk,Bowling Green,D,15,28,0,1,1,0,0,0,0,4,5
Brayden Krieger,Bowling Green,F,2,0,0,0,0,0,0,0,0,0,0
Jack Blake,Bowling Green,D,10,4,0,0,0,0,0,0,0,2,2
Adam Schankula,Bowling Green,F,1,2,0,0,0,0,0,0,0,0,0
Austin Jouppi,Bemidji State,F,33,63,2,5,7,0,0,0,0,12,11
Eric Martin,Bemidji State,F,37,178,10,13,23,3,1,0,0,8,42
Jackson Jutting,Bemidji State,F,38,174,14,8,22,7,3,0,0,4,29
Tony Follmer,Bemidji State,D,38,65,2,5,7,0,0,0,0,16,21
Donte Lawson,Bemidji State,F,36,88,3,4,7,0,0,0,1,2,16
Jere Vaisanen,Bemidji State,F,38,104,7,12,19,1,0,0,0,16,21
Mattias Sholl,Bemidji State,G,37,0,0,1,1,0,0,0,0,0,0
Will Magnuson,Bemidji State,D,35,61,1,4,5,0,0,0,0,21,20
Reilly Funk,Bemidji State,F,36,115,7,16,23,2,1,0,0,21,11
A.J. Macaulay,Bemidji State,D,28,51,0,2,2,0,0,0,0,4,21
Mitch Wolfe,Bemidji State,D,38,143,2,6,8,0,0,0,0,12,50
Adam Flammang,Bemidji State,F,38,167,5,13,18,0,3,0,0,27,32
Kirklan Irey,Bemidji State,F,38,132,11,13,24,1,3,2,0,14,34
Vince Corcoran,Bemidji State,D,30,75,1,8,9,0,1,0,0,8,23
Patrik Satosaari,Bemidji State,D,30,56,3,7,10,0,0,0,0,4,20
Rhys Chiddenton,Bemidji State,F,17,47,0,4,4,0,0,0,0,4,4
Jake McLean,Bemidji State,F,33,53,2,5,7,0,0,0,0,2,12
Kasper Magnussen,Bemidji State,F,37,127,7,9,16,6,1,0,0,44,23
Isa Parekh,Bemidji State,D,35,92,3,15,18,2,1,0,0,18,29
Jaksen Panzer,Bemidji State,F,26,72,2,3,5,0,0,0,0,2,14
Raythan Robbins,Bemidji State,G,3,0,0,0,0,0,0,0,0,0,0
Noah Quinn,Bemidji State,F,21,58,6,2,8,3,0,0,0,12,9
Tory Lund,Bemidji State,F,8,9,0,3,3,0,0,0,0,0,4
Ryan Henderson,Bemidji State,D,7,6,0,0,0,0,0,0,0,2,1
Carter Randklev,Bemidji State,F,18,41,4,2,6,0,1,0,0,6,5
Luke Roelofs,Bemidji State,D,17,34,0,1,1,0,0,0,0,6,7
Alexi Sylvestre,Bemidji State,F,9,23,1,0,1,0,0,0,0,0,4
Noah West,Ferris State,G,35,0,0,1,1,0,0,0,0,0,0
Jacob Dirks,Ferris State,F,23,41,1,0,1,0,0,0,0,2,12
Kaleb Ergang,Ferris State,F,35,110,6,15,21,1,1,0,0,6,20
Zach Faremouth,Ferris State,F,33,96,8,5,13,3,2,0,0,17,12
Nico DeVita,Ferris State,D,36,89,1,3,4,0,0,1,0,21,31
Travis Shoudy,Ferris State,D,36,169,6,12,18,0,1,0,1,8,43
Tyler Schleppe,Ferris State,F,29,117,9,9,18,2,2,0,0,8,21
Xavier Jean-Louis,Ferris State,D,29,58,2,4,6,0,0,1,0,14,11
Max Itagaki,Ferris State,F,26,42,2,6,8,0,0,0,0,14,6
Caiden Gault,Ferris State,F,36,170,15,10,25,4,5,0,0,10,39
Jacob Badal,Ferris State,F,25,76,4,6,10,1,0,0,0,6,5
Andrew Noel,Ferris State,D,30,63,1,2,3,0,0,0,0,22,20
Cole Burtch,Ferris State,F,35,111,7,19,26,0,1,1,0,34,22
Connor McGrath,Ferris State,F,26,62,0,8,8,0,0,0,0,8,8
Gavin Best,Ferris State,F,36,119,10,9,19,0,0,0,1,4,21
Emerson Goode,Ferris State,F,12,31,0,0,0,0,0,0,0,6,5
Trevor Taulien,Ferris State,D,36,129,3,9,12,0,0,0,0,33,33
Christopher LieÂ ,Ferris State,D,20,27,1,3,4,1,0,0,0,6,10
Kade TurnerÂ ,Ferris State,D,25,21,1,1,2,0,0,0,0,4,8
Nick Nardecchia,Ferris State,F,33,84,2,6,8,0,0,0,0,14,17
Matt CorbetÂ ,Ferris State,F,20,67,2,3,5,1,0,0,0,12,10
Logan HerouxÂ ,Ferris State,D,32,94,3,11,14,3,0,0,0,28,20
Jack SilichÂ ,Ferris State,F,20,72,3,3,6,1,0,0,0,6,13
Luke LiskoÂ ,Ferris State,F,3,5,0,0,0,0,0,0,0,2,2
Conner BrownÂ ,Ferris State,D,15,24,0,2,2,0,0,0,0,4,2
Connor McDonoughÂ ,Ferris State,G,1,0,0,0,0,0,0,0,0,0,0
Josh Groll,Minnesota State,F,36,180,13,18,31,0,2,1,1,31,49
Kaden Bohlsen,Minnesota State,F,26,107,10,5,15,1,0,0,1,31,28
Jordan Power,Minnesota State,D,34,77,2,5,7,0,0,0,0,29,20
Brian Carrabes,Minnesota State,F,37,172,10,10,20,1,2,0,1,8,35
Brenden Olson,Minnesota State,F,34,49,1,3,4,0,0,0,0,8,8
Zach Krajnik,Minnesota State,F,37,96,6,5,11,0,2,1,1,6,16
Rhett Pitlick,Minnesota State,F,37,202,13,25,38,3,5,0,1,14,55
Steven Bellini,Minnesota State,D,31,43,1,5,6,1,0,0,0,4,11
Will Hillman,Minnesota State,F,37,114,3,7,10,0,1,0,0,21,33
Campbell Cichosz,Minnesota State,D,33,94,1,7,8,0,0,0,0,8,30
Adam Eisele,Minnesota State,F,35,181,13,13,26,4,6,0,0,47,44
Alex Tracy,Minnesota State,G,36,0,0,0,0,0,0,0,0,0,0
Mason Wheeler,Minnesota State,D,37,68,0,6,6,0,0,0,0,13,18
Luc Wilson,Minnesota State,F,30,115,7,6,13,0,1,0,1,24,37
Fin Williams,Minnesota State,F,19,22,1,1,2,0,1,0,0,2,7
Evan Murr,Minnesota State,D,37,161,6,20,26,4,2,0,0,8,48
Jakob Stender,Minnesota State,D,35,69,3,2,5,0,0,0,1,13,9
Luigi Benincasa,Minnesota State,F,37,100,5,17,22,2,1,0,0,8,25
Brett Moravec,Minnesota State,F,35,75,5,2,7,1,1,0,1,16,13
Luke Ashton,Minnesota State,D,36,143,5,7,12,3,0,0,0,6,50
Ralfs Bergmanis,Minnesota State,D,34,54,3,8,11,0,2,0,0,29,15
Kade Nielsen,Minnesota State,F,4,2,0,0,0,0,0,0,0,0,0
Jacob Bonkowski,Minnesota State,F,7,6,0,0,0,0,0,0,0,0,2
Cade Alami,Minnesota State,D,6,11,0,0,0,0,0,0,0,4,6
Tyler Haskins,Minnesota State,F,6,4,0,0,0,0,0,0,0,0,1
Matthew Syverson,Minnesota State,G,1,0,0,0,0,0,0,0,0,0,0
Eli Pulver,Minnesota State,G,2,0,0,1,1,0,0,0,0,0,0
Blais Richartz,Michigan Tech,F,18,23,1,1,2,0,0,0,0,0,4
Marcus Pedersen,Michigan Tech,F,29,55,4,4,8,2,0,0,0,8,9
Alex Nordstrom,Michigan Tech,F,29,84,7,2,9,1,0,1,0,16,8
Matthew Campbell,Michigan Tech,D,34,123,6,6,12,3,0,0,0,26,29
Viktor Hurtig,Michigan Tech,D,34,68,1,4,5,0,0,0,0,10,21
Trevor Kukkonen,Michigan Tech,F,34,91,3,7,10,0,0,0,1,6,20
Stiven Sardarian,Michigan Tech,F,35,173,11,24,35,2,3,0,0,51,41
Kasper Vaharautio,Michigan Tech,D,36,41,0,4,4,0,0,0,0,2,16
Owen Baker,Michigan Tech,F,33,73,3,2,5,0,1,0,0,2,16
Lauri Raiman,Michigan Tech,F,34,83,1,4,5,0,0,0,0,4,19
Max Koskipirtti,Michigan Tech,F,36,106,7,20,27,2,1,1,1,0,17
Isaac Gordon,Michigan Tech,F,36,200,7,19,26,2,2,0,0,8,32
Chase Pietila,Michigan Tech,D,36,155,7,15,22,3,1,0,0,52,48
Nick Williams,Michigan Tech,D,34,79,0,8,8,0,0,0,0,10,24
Henry Bartle,Michigan Tech,F,21,20,1,2,3,0,0,0,0,8,4
Rylan Brown,Michigan Tech,D,36,117,3,15,18,2,1,0,0,14,40
Logan Morrell,Michigan Tech,F,32,110,11,10,21,4,4,0,0,29,13
Elias Jansson,Michigan Tech,F,36,135,12,11,23,6,2,0,2,4,17
Philip Fankl,Michigan Tech,F,22,34,1,0,1,0,0,0,0,0,8
